,FOD_ID,FIRE_NAME,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,distance,date_time,air_temperature,relative_humidity,wind_speed,precipitation
3312,300286968,,2015-04-21 00:00:00,Missing/Undefined,2015-04-21 00:00:00,0.1,A,37.343083,-120.52235,CA,4.4025,201504211200.0,11.27,90.43666666666668,2.3675,
6664,300331027,LEAF,2015-04-21 00:00:00,Debris Burning,2015-04-21 00:00:00,0.5,B,40.635774,-122.383301,CA,4.0375,201504211200.0,14.69,,0.54,858.2660000000001
3313,300286969,,2015-04-21 00:00:00,Missing/Undefined,2015-04-21 00:00:00,0.01,A,33.88875,-117.349617,CA,4.1000000000000005,201504211200.0,12.239999999999998,87.75,0.6975,143.256
2525,300243831,,2015-04-21 00:00:00,Debris Burning,2015-04-21 00:00:00,0.25,A,41.080617,-121.543317,CA,4.78,201504211200.0,4.61,87.0,0.93,
2885,300267014,,2015-04-21 00:00:00,Miscellaneous,2015-04-21 00:00:00,0.08,A,36.64945,-120.2475,CA,7.47,201504211200.0,10.11,78.0,1.49,
181,300201944,HACKAMORE,2015-04-22 00:00:00,Lightning,2015-04-22 00:00:00,0.4,B,41.585,-121.10666667,CA,5.36,201504221200.0,5.7,88.0,1.94,
6589,300328434,MARANTHA,2015-04-22 00:00:00,Debris Burning,2015-04-22 00:00:00,0.04,A,38.005901,-120.241529,CA,6.2875000000000005,201504221200.0,10.795,82.5,0.7933333333333333,451.231
2889,300267044,,2015-04-22 00:00:00,Miscellaneous,2015-04-22 00:00:00,0.25,A,36.955893,-120.041618,CA,2.885,201504221200.0,11.65,76.45,2.225,
407,300202194,ZOT,2015-04-22 00:00:00,Lightning,2015-04-22 00:00:00,0.1,A,41.27361111,-121.96638889,CA,4.095,201504221200.0,0.835,97.0,0.0,1283.589
3314,300286984,,2015-04-22 00:00:00,Missing/Undefined,2015-04-22 00:00:00,0.1,A,33.961433,-116.986167,CA,5.9766666666666675,201504221200.0,9.813333333333333,79.66666666666667,1.1933333333333334,181.864
22,300201762,ALPERS,2015-04-22 00:00:00,Lightning,2015-04-22 00:00:00,0.1,A,37.725,-118.79888889,CA,7.689999999999999,201504221200.0,3.055,72.565,2.885,1.524
1052,300204542,CABIN,2015-04-22 00:00:00,Debris Burning,2015-04-22 00:00:00,0.04,A,38.19083333,-119.985,CA,5.07,201504221200.0,2.966666666666667,,0.0,584.4540000000001
6389,300320702,SAINT,2015-04-22 00:00:00,Missing/Undefined,2015-04-22 00:00:00,1.0,B,38.744394,-122.620646,CA,6.945,201504221200.0,10.56,95.0,0.0,1091.184
2888,300267040,,2015-04-22 00:00:00,Miscellaneous,2015-04-22 00:00:00,0.01,A,39.91685,-121.53335,CA,4.333333333333333,201504221200.0,9.995,82.0,0.0,1172.5910000000001
74,300201817,DEER.,2015-04-22 00:00:00,Lightning,2015-04-22 00:00:00,2.7,B,41.64,-122.1,CA,8.93,201504221200.0,6.11,93.0,0.67,309.372
2723,300257531,,2015-04-22 00:00:00,Arson,2015-04-22 00:00:00,0.05,A,36.545383,-119.853933,CA,9.84,201504221200.0,11.68,78.0,1.34,
2722,300257530,,2015-04-22 00:00:00,Arson,2015-04-22 00:00:00,0.1,A,37.388267,-120.6206,CA,6.4350000000000005,201504221200.0,11.85,83.61,2.315,
695,300204147,JOBS,2015-04-22 00:00:00,Lightning,2015-04-23 00:00:00,0.1,A,38.875,-119.83666667,CA,5.093333333333333,201504221200.0,5.4366666666666665,41.0,0.45,294.64
3315,300286986,,2015-04-22 00:00:00,Missing/Undefined,2015-04-22 00:00:00,0.1,A,37.076517,-120.356583,CA,6.09,201504221200.0,11.67,78.0,2.635,
2527,300243876,,2015-04-22 00:00:00,Debris Burning,2015-04-22 00:00:00,0.01,A,41.787433,-124.1749,CA,3.09,201504221200.0,9.705,79.86,7.02,
6884,300343101,ENGLISH,2015-04-23 00:00:00,Missing/Undefined,2015-04-23 00:00:00,0.01,A,38.851326,-121.164509,CA,5.9825,201504231200.0,12.21,84.33333333333333,0.71,492.506
2020,300209610,DAVIS,2015-04-23 00:00:00,Lightning,2015-04-23 00:00:00,0.1,A,37.72518,-119.76797,CA,3.498,201504231200.0,5.577999999999999,64.8,1.35,169.07933333333338
2228,300219456,,2015-04-23 00:00:00,Lightning,2015-04-23 00:00:00,0.25,A,41.702717,-122.090783,CA,6.92,201504231200.0,0.56,86.0,0.0,618.236
3317,300287010,,2015-04-23 00:00:00,Missing/Undefined,2015-04-23 00:00:00,0.1,A,33.729447,-116.211091,CA,3.4066666666666667,201504231200.0,17.33666666666667,59.33333333333334,2.86,
3316,300287009,,2015-04-23 00:00:00,Missing/Undefined,2015-04-23 00:00:00,1.0,B,37.41405,-122.1932,CA,3.536,201504231200.0,10.164,83.2,1.12,413.004
2891,300267086,,2015-04-23 00:00:00,Miscellaneous,2015-04-23 00:00:00,1.0,B,40.044617,-122.202333,CA,7.596666666666668,201504231200.0,13.72,89.57,2.66,97.028
2890,300267084,,2015-04-23 00:00:00,Miscellaneous,2015-04-23 00:00:00,0.25,A,33.929433,-116.954883,CA,3.1333333333333333,201504231200.0,10.926666666666668,88.33333333333331,2.83,237.109
2229,300219457,,2015-04-23 00:00:00,Lightning,2015-04-23 00:00:00,0.1,A,33.7447,-116.3088,CA,4.74,201504231200.0,17.33666666666667,59.33333333333334,2.86,
2528,300243890,,2015-04-23 00:00:00,Debris Burning,2015-04-23 00:00:00,0.2,A,38.138983,-120.839517,CA,7.635,201504231200.0,10.645,95.0,0.29,331.47
1766,300209221,JTP/FA-5804,2015-04-23 00:00:00,Lightning,2015-04-23 00:00:00,0.1,A,34.1569,-116.3542,CA,4.4525,201504231200.0,9.035,47.0,0.7825,0.0
977,300204459,PECK,2015-04-23 00:00:00,Lightning,2015-04-23 00:00:00,0.1,A,40.17472222,-120.94138889,CA,6.013333333333333,201504231200.0,3.286666666666666,51.0,3.13,517.9060000000002
2530,300243896,,2015-04-23 00:00:00,Debris Burning,2015-04-23 00:00:00,0.08,A,38.399583,-122.568517,CA,6.316000000000002,201504231200.0,7.017999999999999,91.0,0.18,794.512
2531,300243911,,2015-04-23 00:00:00,Debris Burning,2015-04-23 00:00:00,0.1,A,39.359633,-121.695033,CA,4.785,201504231200.0,15.22,83.0,0.735,
2529,300243893,,2015-04-23 00:00:00,Debris Burning,2015-04-23 00:00:00,0.25,A,41.324533,-122.335917,CA,1.5533333333333337,201504231200.0,4.543333333333334,68.14666666666666,2.28,976.122
2892,300267109,,2015-04-23 00:00:00,Miscellaneous,2015-04-23 00:00:00,0.01,A,39.362533,-121.7817,CA,7.689999999999999,201504231200.0,15.22,83.0,0.735,
1715,300209150,BOLTHOUSE,2015-04-24 00:00:00,Missing/Undefined,2015-04-24 00:00:00,0.1,A,37.6386,-118.3975,CA,9.69,201504241200.0,8.3,39.0,1.7,
2893,300267118,,2015-04-24 00:00:00,Miscellaneous,2015-04-24 00:00:00,1.0,B,39.391433,-120.937833,CA,7.693333333333332,201504241200.0,5.55,96.0,0.0,911.352
1422,300206734,GROUSE,2015-04-24 00:00:00,Lightning,2015-04-25 00:00:00,0.05,A,35.41,-118.34722222,CA,4.126666666666666,201504241200.0,7.9,87.0,3.13,264.41400000000004
1085,300204577,FALLEN FIRE,2015-04-24 00:00:00,Lightning,2015-04-24 00:00:00,0.1,A,38.91027778,-120.04916667,CA,3.5625,201504241200.0,3.835,79.2,1.4300000000000002,528.3199999999998
2535,300243938,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.25,A,40.4767,-122.38795,CA,6.444,201504241200.0,13.7975,43.1,3.44,784.6906666666667
2724,300257553,,2015-04-24 00:00:00,Arson,2015-04-24 00:00:00,0.12,A,37.37475,-120.677033,CA,6.09,201504241200.0,12.0,76.52,2.06,
2895,300267141,,2015-04-24 00:00:00,Miscellaneous,2015-04-24 00:00:00,50.0,C,37.262817,-120.288617,CA,7.25,201504241200.0,11.43,78.0,1.905,
2894,300267124,,2015-04-24 00:00:00,Miscellaneous,2015-04-24 00:00:00,0.1,A,40.1073,-122.360083,CA,7.695,201504241200.0,13.195,35.58,3.6,
2533,300243930,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.68,B,37.263533,-120.392283,CA,4.5325,201504241200.0,11.697500000000002,76.99666666666667,1.725,
3318,300287016,,2015-04-24 00:00:00,Missing/Undefined,2015-04-24 00:00:00,1.0,B,37.192317,-120.270817,CA,7.9425,201504241200.0,12.37,74.0,4.2780000000000005,92.075
2536,300243950,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,1.1,B,37.5798,-119.977683,CA,5.5924999999999985,201504241200.0,10.69,84.5,0.6900000000000001,344.84733333333327
2532,300243926,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.25,A,36.779767,-120.313867,CA,3.75,201504241200.0,12.11,64.2,1.8,
2534,300243937,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.28,B,38.618033,-121.022317,CA,7.56,201504241200.0,11.114999999999998,81.0,2.235,439.92800000000005
2537,300243955,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.5,B,38.02145,-120.259883,CA,5.8075,201504241200.0,8.2375,88.0,1.84,451.231
2539,300243960,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.1,A,36.659917,-119.701683,CA,6.105,201504241200.0,14.3,67.15,2.93,
2538,300243959,,2015-04-24 00:00:00,Debris Burning,2015-04-24 00:00:00,0.1,A,39.89373300000001,-121.667567,CA,4.54,201504241200.0,6.5,77.5,1.34,1018.2013333333333
3319,300287019,,2015-04-24 00:00:00,Missing/Undefined,2015-04-24 00:00:00,0.1,A,33.520983,-117.165117,CA,2.59,201504241200.0,12.116666666666667,88.33666666666666,1.0433333333333334,217.551
3210,300283623,,2015-04-25 00:00:00,Miscellaneous,,0.3,B,37.188178,-121.774456,CA,4.946666666666666,201504251200.0,12.6,91.33333333333331,0.0,
2541,300243988,,2015-04-25 00:00:00,Debris Burning,2015-04-25 00:00:00,0.1,A,38.8082,-123.591533,CA,6.51,201504251200.0,8.620000000000001,91.0,1.79,
1585,300208826,CANYON,2015-04-25 00:00:00,Missing/Undefined,2015-04-25 00:00:00,0.1,A,34.003404,-116.577303,CA,4.58,201504251200.0,11.11,100.0,13.63,162.814
2896,300267181,,2015-04-25 00:00:00,Miscellaneous,2015-04-25 00:00:00,1.0,B,41.035367,-124.111883,CA,6.5299999999999985,201504251200.0,12.8,96.66,0.0,
2540,300243969,,2015-04-25 00:00:00,Debris Burning,2015-04-25 00:00:00,0.01,A,40.195167,-123.76975,CA,4.426666666666667,201504251200.0,7.78,91.0,1.34,1022.4346666666668
802,300204273,WEST,2015-04-25 00:00:00,Campfire,2015-04-25 00:00:00,0.25,A,34.23722222,-117.88972222,CA,7.307499999999999,201504251200.0,13.8925,84.5,0.5625,197.104
2542,300243991,,2015-04-25 00:00:00,Debris Burning,2015-04-25 00:00:00,0.02,A,39.429633,-121.555483,CA,7.170000000000001,201504251200.0,11.27,96.365,1.4533333333333331,
2725,300257578,,2015-04-25 00:00:00,Arson,2015-04-25 00:00:00,0.01,A,33.974288,-117.261519,CA,4.25,201504251200.0,11.94,88.5375,0.515,
3320,300287021,,2015-04-25 00:00:00,Missing/Undefined,2015-04-25 00:00:00,0.1,A,34.439383,-116.9449,CA,5.75,201504251200.0,5.84,71.5,3.1300000000000003,82.296
2209,300217950,SJR 15,2015-04-25 00:00:00,Miscellaneous,2015-04-25 00:00:00,1.0,B,37.63555556,-121.21444444,CA,1.59,201504251200.0,13.22,90.0,3.91,
1159,300206440,TUFF,2015-04-26 00:00:00,Campfire,2015-04-26 00:00:00,0.1,A,37.56277778,-118.67083333,CA,4.2650000000000015,201504261200.0,-5.0,65.0,3.13,401.32
1586,300208829,MINTO,2015-04-26 00:00:00,Missing/Undefined,2015-04-26 00:00:00,0.1,A,33.642912,-116.922012,CA,6.1850000000000005,201504261200.0,7.505,92.0,0.1125,208.407
1399,300206710,SOUTH,2015-04-26 00:00:00,Miscellaneous,2015-04-27 00:00:00,0.25,A,34.21222222,-116.9225,CA,2.226666666666667,201504261200.0,1.6466666666666665,89.0,0.675,232.0713333333333
6218,300313469,BULL CANYON RD / BOB WOOD,2015-04-26 00:00:00,Miscellaneous,,0.01,A,34.977813,-120.398622,CA,5.5633333333333335,201504261200.0,9.706666666666663,81.48,2.066666666666667,
3322,300287032,,2015-04-26 00:00:00,Missing/Undefined,2015-04-26 00:00:00,1.0,B,33.797267,-116.968917,CA,5.88,201504261200.0,7.78,93.0,3.575,258.572
6927,300345532,SCENIC,2015-04-26 00:00:00,Equipment Use,2015-04-26 00:00:00,2.0,B,38.098415,-120.89293899999998,CA,8.77,201504261200.0,6.11,95.0,0.45,356.108
3321,300287031,,2015-04-26 00:00:00,Missing/Undefined,2015-04-26 00:00:00,2.0,B,37.361483,-120.648533,CA,6.975,201504261200.0,8.4,91.22,3.605,
847,300204318,BARRETT,2015-04-26 00:00:00,Miscellaneous,,0.25,A,32.71055556,-116.675,CA,4.8325,201504261200.0,8.0525,92.85,1.27,266.446
2280,300226498,,2015-04-26 00:00:00,Equipment Use,2015-04-26 00:00:00,1.0,B,37.6033,-121.688767,CA,8.427999999999999,201504261200.0,7.717999999999999,81.55,4.1339999999999995,324.0193333333333
3682,300290029,,2015-04-26 00:00:00,Missing/Undefined,,0.1,A,40.15655200000001,-122.221598,CA,4.243333333333333,201504261200.0,10.01,50.08,2.925,
2281,300226512,,2015-04-27 00:00:00,Equipment Use,2015-04-27 00:00:00,0.01,A,33.999417,-117.3884,CA,3.1725,201504271200.0,19.2675,26.53,3.74,
2697,300254098,,2015-04-27 00:00:00,Debris Burning,,0.3,B,33.050235,-116.894798,CA,2.3120000000000003,201504271200.0,9.674,86.75,0.45,248.158
1773,300209229,MARSHALL #2,2015-04-27 00:00:00,Arson,2015-04-27 00:00:00,0.1,A,41.0797,-123.6878,CA,2.28,201504271200.0,7.22,92.0,0.0,903.605
701,300204171,TRAIL,2015-04-27 00:00:00,Miscellaneous,2015-04-27 00:00:00,0.1,A,34.38805556,-117.82611111,CA,6.07,201504271200.0,8.055,35.5,2.905,234.06099999999998
2441,300233250,,2015-04-27 00:00:00,Smoking,,0.01,A,33.752669,-117.856983,CA,3.86,201504271200.0,12.22,79.56333333333333,0.0,
1767,300209222,MORONGO,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,0.3,B,33.9344,-116.585,CA,5.9674999999999985,201504271200.0,14.73,29.286666666666665,4.525,265.684
2123,300209764,GRAND VIEW,2015-04-27 00:00:00,Equipment Use,2015-04-27 00:00:00,0.1,A,34.079640000000005,-118.59608,CA,2.5766666666666667,201504271200.0,16.860000000000007,38.0,5.513333333333333,231.14
6297,300316084,BATTLEVIEW,2015-04-27 00:00:00,Debris Burning,2015-04-27 00:00:00,2.5,B,40.471367,-121.857667,CA,5.43,201504271200.0,10.495,,,795.528
3327,300287045,,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,0.25,A,33.62775,-116.127362,CA,5.573333333333332,201504271200.0,21.146666666666665,26.22,4.123333333333333,
681,300202481,COYOTEE,2015-04-27 00:00:00,Lightning,2015-04-27 00:00:00,0.1,A,38.84666667,-120.00222222,CA,4.48,201504271200.0,4.0,69.6,2.06,494.45333333333326
3325,300287036,,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,1.0,B,35.083,-120.529533,CA,3.8,201504271200.0,12.39,72.0,1.075,
3324,300287035,,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,0.5,B,34.0368,-117.099333,CA,3.9625,201504271200.0,18.526666666666667,25.493333333333336,3.71,88.646
3323,300287034,,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,0.1,A,33.991966999999995,-116.963717,CA,6.6400000000000015,201504271200.0,13.333333333333336,48.33333333333334,2.6833333333333336,201.25266666666667
2900,300267288,,2015-04-27 00:00:00,Miscellaneous,2015-04-27 00:00:00,1.0,B,33.946392,-116.595609,CA,4.6066666666666665,201504271200.0,12.04,37.5,4.32,265.684
273,300202049,SPAN,2015-04-27 00:00:00,Lightning,2015-04-27 00:00:00,0.2,A,39.96361111,-121.09472222,CA,7.7733333333333325,201504271200.0,3.89,98.5,0.225,1299.2946666666667
2899,300267280,,2015-04-27 00:00:00,Miscellaneous,2015-04-27 00:00:00,0.1,A,37.31755,-120.378417,CA,4.0025,201504271200.0,10.88,88.95666666666666,0.8175,
3326,300287037,,2015-04-27 00:00:00,Missing/Undefined,2015-04-27 00:00:00,14.0,C,34.03815,-117.096017,CA,4.0025,201504271200.0,18.526666666666667,25.493333333333336,3.71,88.646
6830,300338618,,2015-04-27 00:00:00,Missing/Undefined,,1.0,B,37.61761916,-120.9385702,CA,4.5,201504271200.0,14.107500000000002,81.52000000000002,0.61,
2897,300267261,,2015-04-27 00:00:00,Miscellaneous,2015-04-27 00:00:00,0.2,A,35.016544,-120.498424,CA,5.5299999999999985,201504271200.0,12.687999999999999,74.78333333333333,1.2440000000000002,
2898,300267275,,2015-04-27 00:00:00,Miscellaneous,2015-04-27 00:00:00,0.12,A,41.526667,-122.921267,CA,5.05,201504271200.0,7.78,77.0,0.9,499.61800000000005
2545,300244127,,2015-04-28 00:00:00,Debris Burning,2015-04-28 00:00:00,0.1,A,36.57815,-119.63765,CA,7.56,201504281200.0,13.86,85.1,1.24,
2402,300230874,,2015-04-28 00:00:00,Equipment Use,,0.1,A,40.15655200000001,-122.221598,CA,4.243333333333333,201504281200.0,15.303333333333333,71.66,2.705,
2544,300244099,,2015-04-28 00:00:00,Debris Burning,2015-04-28 00:00:00,0.01,A,38.563,-122.576183,CA,7.583333333333332,201504281200.0,10.743333333333334,75.0,0.0,856.4879999999998
2543,300244093,,2015-04-28 00:00:00,Debris Burning,2015-04-28 00:00:00,0.1,A,39.431917,-121.5431,CA,7.656666666666666,201504281200.0,16.896666666666665,70.08,1.81,
1768,300209223,CREOSOTE,2015-04-28 00:00:00,Missing/Undefined,2015-04-28 00:00:00,0.3,B,35.43199999999999,-115.753,CA,3.18,201504281200.0,13.6,37.0,1.08,
2902,300267334,,2015-04-28 00:00:00,Miscellaneous,2015-04-28 00:00:00,0.15,A,39.3624,-121.798833,CA,8.435,201504281200.0,17.545,68.0,1.685,
6851,300340949,S SAWMILL DR / BEAR HOLLO,2015-04-28 00:00:00,Miscellaneous,,0.1,A,34.2496,-116.84195,CA,1.7374999999999998,201504281200.0,-2.1225,56.8075,0.6174999999999999,254.254
1774,300209230,LEGION #1,2015-04-28 00:00:00,Arson,2015-04-28 00:00:00,0.1,A,41.0658,-123.6881,CA,1.44,201504281200.0,10.0,90.0,0.9,903.605
2282,300226533,,2015-04-28 00:00:00,Equipment Use,2015-04-28 00:00:00,2.0,B,33.656017,-117.198367,CA,6.8566666666666665,201504281200.0,10.87,56.026666666666664,0.37666666666666665,
6511,300325757,ROAD 222  / AVENUE 335,2015-04-28 00:00:00,Missing/Undefined,,2.0,B,36.39725900000001,-119.076399,CA,3.545,201504281200.0,14.36,75.5,1.08,201.422
3687,300293783,CARL,2015-04-28 00:00:00,Missing/Undefined,,4000.0,F,33.421111100000005,-117.50333329999998,CA,5.756,201504281200.0,16.778,33.2,1.518,56.76900000000001
3691,300293814,MORTAR,2015-04-28 00:00:00,Missing/Undefined,,800.0,E,33.3591667,-117.3888889,CA,5.922000000000001,201504281200.0,16.11,34.068000000000005,2.02,56.76900000000001
6985,300348162,HIGHWAY,2015-04-28 00:00:00,Miscellaneous,2015-04-28 00:00:00,0.8,B,34.391667,-117.601667,CA,4.62,201504281200.0,11.6125,24.66666666666667,1.64,200.40599999999998
2901,300267329,,2015-04-28 00:00:00,Miscellaneous,2015-04-28 00:00:00,1.0,B,39.797983,-121.891133,CA,5.005,201504281200.0,17.72,39.74,0.895,713.9939999999998
2283,300226535,,2015-04-28 00:00:00,Equipment Use,2015-04-28 00:00:00,0.1,A,33.670983,-117.145383,CA,5.303333333333334,201504281200.0,10.87,56.026666666666664,0.37666666666666665,
1080,300204571,IROQUOIS,2015-04-28 00:00:00,Debris Burning,2015-04-29 00:00:00,0.1,A,38.85055556,-119.99861111,CA,4.365,201504281200.0,0.8250000000000001,78.32,0.0,494.4533333333334
3328,300287046,,2015-04-28 00:00:00,Missing/Undefined,2015-04-28 00:00:00,0.25,A,39.49145,-121.53665,CA,6.896666666666667,201504281200.0,16.126666666666665,62.38666666666666,2.1733333333333333,518.16
3329,300287057,,2015-04-28 00:00:00,Missing/Undefined,2015-04-28 00:00:00,0.5,B,37.073,-120.871183,CA,3.39,201504281200.0,13.78,76.33333333333333,1.3833333333333335,194.818
807,300204278,DRONEFIELD,2015-04-29 00:00:00,Miscellaneous,2015-04-29 00:00:00,0.1,A,34.26861111,-118.39138889,CA,4.023333333333333,201504291200.0,17.773333333333333,29.75,0.7466666666666667,203.454
1775,300209231,AGGREGATE #2,2015-04-29 00:00:00,Arson,2015-04-29 00:00:00,0.1,A,41.0658,-123.6881,CA,1.44,201504291200.0,11.11,73.0,2.23,903.605
2284,300226545,,2015-04-29 00:00:00,Equipment Use,2015-04-29 00:00:00,0.25,A,37.796,-121.604867,CA,7.115,201504291200.0,11.945,82.5,13.19,1118.997
3672,300290017,,2015-04-29 00:00:00,Missing/Undefined,,0.25,A,32.725364,-117.01448899999998,CA,2.9825,201504291200.0,15.425,64.0,0.56,128.524
3673,300290018,,2015-04-29 00:00:00,Missing/Undefined,,0.25,A,32.713214,-117.005964,CA,2.4825,201504291200.0,15.425,64.0,0.56,128.524
3688,300293784,GRENADE,2015-04-29 00:00:00,Missing/Undefined,,2025.0,F,33.389444399999995,-117.4852778,CA,6.654000000000001,201504291200.0,17.558,40.0,1.7,56.76900000000001
3331,300287059,,2015-04-29 00:00:00,Missing/Undefined,2015-04-29 00:00:00,0.01,A,33.834136,-117.191275,CA,6.065,201504291200.0,14.3325,39.9225,0.0,144.27200000000005
3330,300287058,,2015-04-29 00:00:00,Missing/Undefined,2015-04-29 00:00:00,0.12,A,37.075367,-120.87645,CA,3.643333333333333,201504291200.0,11.633333333333333,75.0,2.2466666666666666,194.818
6696,300333310,WINCHESTER RD / ABELIA ST,2015-04-29 00:00:00,Missing/Undefined,2015-04-29 00:00:00,0.1,A,33.62035,-117.099395,CA,3.735,201504291200.0,13.1425,50.285,0.565,
2550,300244203,,2015-04-29 00:00:00,Debris Burning,2015-04-29 00:00:00,0.01,A,38.288267,-122.408117,CA,6.723333333333333,201504291200.0,8.643333333333333,93.21999999999998,0.7533333333333333,
2549,300244179,,2015-04-29 00:00:00,Debris Burning,2015-04-29 00:00:00,1.0,B,38.774567,-120.9326,CA,6.563333333333333,201504291200.0,12.873333333333333,78.0,1.24,623.316
2548,300244169,,2015-04-29 00:00:00,Debris Burning,2015-04-29 00:00:00,1.0,B,38.564783,-122.461233,CA,5.793333333333332,201504291200.0,9.646666666666668,85.0,0.77,856.4879999999998
2547,300244167,,2015-04-29 00:00:00,Debris Burning,2015-04-29 00:00:00,0.94,B,37.708833,-120.292667,CA,6.3100000000000005,201504291200.0,15.17,,,220.98
2546,300244154,,2015-04-29 00:00:00,Debris Burning,2015-04-29 00:00:00,0.03,A,38.68925,-120.80345,CA,3.6675,201504291200.0,13.545,67.05,1.5499999999999998,
2903,300267394,,2015-04-29 00:00:00,Miscellaneous,2015-04-29 00:00:00,0.1,A,39.13365,-121.308983,CA,7.283333333333332,201504291200.0,13.146666666666668,89.07,2.21,370.078
2285,300226553,,2015-04-29 00:00:00,Equipment Use,2015-04-29 00:00:00,0.1,A,37.793333,-121.603333,CA,7.0600000000000005,201504291200.0,11.945,82.5,13.19,1118.997
1055,300204545,DOGTOWN,2015-04-29 00:00:00,Miscellaneous,2015-04-29 00:00:00,0.75,B,37.73194444,-120.08805556,CA,2.5,201504291200.0,12.78,,,410.718
2230,300219487,,2015-04-29 00:00:00,Lightning,2015-04-29 00:00:00,3.1,B,38.517017,-120.641733,CA,8.873333333333333,201504291200.0,13.7,53.5,2.01,710.3533333333335
3224,300284212,,2015-04-29 00:00:00,Miscellaneous,,0.01,A,37.940613,-120.438881,CA,4.81,201504291200.0,12.973333333333334,93.55,0.035,393.192
2807,300260645,,2015-04-29 00:00:00,Children,2015-04-29 00:00:00,0.5,B,37.289883,-120.292767,CA,7.433333333333333,201504291200.0,13.146666666666668,76.0,0.99,
2909,300267525,,2015-04-30 00:00:00,Miscellaneous,2015-05-01 00:00:00,0.01,A,37.113017,-120.492217,CA,8.78,201504301200.0,13.76,78.0,2.92,
2286,300226572,,2015-04-30 00:00:00,Equipment Use,2015-04-30 00:00:00,0.6,B,38.063117,-120.860133,CA,6.48,201504301200.0,13.44,80.0,2.68,416.306
2287,300226574,,2015-04-30 00:00:00,Equipment Use,2015-04-30 00:00:00,2.5,B,40.509117,-122.33395,CA,4.172,201504301200.0,18.317999999999998,28.29666666666667,5.245,752.6020000000002
3333,300287067,,2015-04-30 00:00:00,Missing/Undefined,2015-04-30 00:00:00,1.0,B,36.614117,-119.4129,CA,5.9433333333333325,201504301200.0,14.21,74.33333333333333,0.68,
3332,300287066,,2015-04-30 00:00:00,Missing/Undefined,2015-04-30 00:00:00,1.25,B,33.97785,-116.963733,CA,5.830000000000001,201504301200.0,17.223333333333333,30.33333333333333,1.4900000000000002,257.55600000000004
3666,300290010,,2015-04-30 00:00:00,Missing/Undefined,,1.0,B,34.125258,-117.213266,CA,3.91,201504301200.0,18.840000000000003,32.63,0.225,192.278
2288,300226578,,2015-04-30 00:00:00,Equipment Use,2015-04-30 00:00:00,0.01,A,33.946283,-117.600117,CA,4.1275,201504301200.0,14.5675,51.9975,0.0,
2289,300226582,,2015-04-30 00:00:00,Equipment Use,2015-04-30 00:00:00,0.25,A,36.952267,-119.911733,CA,6.824999999999998,201504301200.0,14.3,86.0,1.345,
3336,300287077,,2015-04-30 00:00:00,Missing/Undefined,2015-04-30 00:00:00,0.25,A,33.927167,-116.860883,CA,3.4175000000000004,201504301200.0,17.7775,28.25,1.5650000000000002,300.8206666666667
2412,300231885,,2015-04-30 00:00:00,Smoking,2015-04-30 00:00:00,0.01,A,38.831867,-122.1944,CA,6.99,201504301200.0,20.0,21.0,4.02,391.922
2290,300226583,,2015-04-30 00:00:00,Equipment Use,2015-04-30 00:00:00,0.01,A,36.954017,-119.456167,CA,7.592,201504301200.0,13.777999999999999,61.75,1.34,330.2
985,300204469,FOUND,2015-04-30 00:00:00,Campfire,2015-04-30 00:00:00,0.1,A,33.62972222,-116.69777778,CA,5.41,201504301200.0,10.83,49.5,1.345,224.028
3334,300287068,,2015-04-30 00:00:00,Missing/Undefined,2015-04-30 00:00:00,3.0,B,37.035817,-120.084983,CA,5.03,201504301200.0,12.75,86.21000000000002,2.575,
2905,300267472,,2015-04-30 00:00:00,Miscellaneous,2015-04-30 00:00:00,1.0,B,39.728727,-121.68608799999998,CA,3.805,201504301200.0,20.445,22.0,3.765,955.802
2906,300267475,,2015-04-30 00:00:00,Miscellaneous,2015-04-30 00:00:00,0.25,A,33.677561,-117.234842,CA,7.513333333333333,201504301200.0,12.413333333333336,48.0,0.15,
2710,300254465,,2015-04-30 00:00:00,Debris Burning,,0.25,A,40.061484,-122.17504,CA,7.45,201504301200.0,18.61,25.945,7.145,100.584
6228,300313497,,2015-04-30 00:00:00,Equipment Use,,0.5,B,34.716666,-118.65,CA,6.949999999999998,201504301200.0,17.89,34.385000000000005,3.335,229.108
